game_name,cpu,ram,gpu,storage,os
Ikonei Island: An Earthlock Adventure,Intel Core i3-2340UE,4 GB,NVIDIA GeForce GTX 750,6 GB,Windows 7 or newer
Night of the Video Dead - Prelude,Intel Core 2 Duo Q6867,1.95 GB,NVIDIA GeForce 9800 GT,1.95 GB,Windows 7 Or Later
World Of Robots,Intel Pentium 4 2.00GHz,1 GB,ATI FireMV 2260,500 MB,"Windows XP, Vista, 7"
Quester,Intel Atom Z515,2 GB,NVIDIA GeForce 510,50 MB,Windows 8
Elite School Roof Club,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,1 GB,
Pretty girl cube - 1,Intel Pentium 4 4.00GHz,400 MB,ATI FireGL T2-128,690 MB,windows 7
Pinzzo,Intel Core 2 Duo Q6867,4 MB,ATI FireGL T2-128,100 MB,Windows 10
Alakenisland,Intel Pentium 4 4.00GHz,8 GB,NVIDIA GeForce GTX 750,5 GB,Windows 8.1
Wild West Gringos,Intel Core i3-2340UE,4 GB,NVIDIA GeForce 7200 GS,500 MB,Windows 7 or newer
The Breadmaker,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,Windows 10
寂静破碎,Intel Core i5-4400E,8 GB,NVIDIA GeForce GTX 1650,6.51 GB,"64-bit Windows 7, Windows 8.1, Windows 10"
This Time,Intel Pentium 4 2.00GHz,2 GB,ATI FireGL T2-128,6 GB,Windows 7+
CLOUDED VR,Intel Core i5-4590,8 GB,NVIDIA GeForce GTX 970,4 GB,Windows 10 64Bit
Lilium,Intel Core i5-2400,4 GB,AMD Radeon HD 6850,5 GB,Windows 10 (64-bit Version)
Flight 737 - MAXIMUM,Intel Core i5-4400E,4 GB,AMD Radeon HD 5450,1 GB,Windows 7 (x64)
Godscyld,Intel Core i5-8400,8 GB,AMD Radeon RX 580,25 GB,Windows 10
Base Craft: Desolate Survival,Intel Core i5-7300HQ,4 GB,NVIDIA GeForce GTX 750,1 GB,Windows 7
崩坏-RTS honkai-rts,Intel Core 2 Duo E8400,8 GB,NVIDIA GeForce GTX 1050,2 GB,windows7
Evocadi,Intel Pentium 4 4.00GHz,16 GB,NVIDIA GeForce RTX 2060,,Microsoft Windows 10/11
Banner Of Blood,Intel Atom Z515,1 GB,NVIDIA GeForce 205,1000 MB,"Windows XP, Windows Vista, Windows 7, Windows 8, Windows 10"
Final Fright,Intel Core 2 Duo E7500,4 GB,NVIDIA GeForce GTX 750,6 GB,Windows 7 (64-bit OS required)
Mickey Storm and the Cursed Mask,Intel Core i3-2130,8 GB,NVIDIA GeForce GTX 1050 Ti,5 GB,10
Death Trading Card Game,Intel Core i5-2400,8 GB,AMD Radeon HD 7870,30 GB,Windows 7/8.1/10 (64-bit versions)
The Deep Diving of FloodDragon,Intel Core i3-4160,8 GB,NVIDIA GeForce GTX 960,4 GB,Windows
妖与夜的幻想,Intel Pentium 4 2.00GHz,2 GB,Intel HD 615,3 MB,Windows 10
The Thief In The Dark,Intel Core i5-4400E,8 GB,NVIDIA GeForce GTX 1060,7 GB,"Windows10, Windows11"
Emiko's Pledge 2,Intel Core 2 Duo Q6867,4 GB,ATI FireGL T2-128,90 MB,"Windows XP, Vista, 7, 8/8.1, 10"
logik,Intel Pentium 4 2.00GHz,4 GB,ATI FireGL T2-128,200 MB,Windows 7/8
Blobby Jump,Intel Pentium 4 4.00GHz,4 GB,Intel HD 530,500 MB,Windows 10
Eragon's Tale,Intel Core 2 Duo Q6867,2 GB,AMD Radeon HD 6250,2 GB,WindowsR 7/8/8.1/10 (32bit/64bit)
Murasame,Intel Core i3-4160,4 GB,Intel HD 4400,2 GB,WINDOWS10
Wild Adventures,Intel Core 2 Duo Q6867,1 GB,ATI FireGL V7350,100 MB,Microsoft® Windows® XP / Vista / 7 or higher
"The Sinking Structure, Clione, and Lost Child -Log4",Intel Core 2 Duo Q6867,4 GB,NVIDIA GeForce GT 630,320 MB,Windows8 Windows10
Sight and Sound Town,Intel Core 2 Duo U7600,4 GB,AMD Radeon HD 6250,1 GB,WindowsR 7/8/8.1/10 (32bit/64bit)
Mystery Solitaire. Powerful Alchemist 2,Intel 1500,512 MB,NVIDIA GeForce 510,,Windows XP SP3 x64
RC Death Race: Multiplayer,Intel Pentium 4 4.00GHz,8 GB,NVIDIA GeForce GTX 1060,4 GB,Windows 7
牝喰いダンジョン - MeguiDungeon -,Intel Core 2 Duo Q6867,1 GB,ATI FireMV 2260,200 MB,Windows 7 or later
Cursed Blood,Intel Celeron,512 MB,Intel Media Accelerator 500,152 MB,Microsoft Windows
Red Yet Capers: Math vs Mayhem,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,1 GB,Windows 9 or higher
The Fantasy World of Mahjong Princess,Intel Pentium 4 1.80GHz,512 MB,ATI FireGL T2-128,1 GB,Windows 7 / Windows 8 / Windows 10
Blue rabbit a world of shapes and lost colors,Intel Pentium 4 2.00GHz,135 MB,ATI FireGL T2-128,,2012
Falling to Heaven,Intel Core i5-4400E,8 GB,NVIDIA GeForce 510,,Windows 7
The Dark Realm,Intel Pentium 4 2.00GHz,512 MB,ATI FireGL T2-128,100 MB,Windows 7 or newer
DRUNKKNIGHT,Intel Celeron,512 MB,Intel Media Accelerator 500,13 MB,Microsoft Windows
Univers 11: Under the Sky,Intel Core i5-2500,4 GB,NVIDIA GeForce GTX 750,10 MB,Windows 8
YiYi,Intel Pentium 4 2.00GHz,2 GB,Intel HD 3000,2 GB,Windows 7
Link Girls,Intel Core i3-2340UE,1 GB,NVIDIA GeForce 510,400 MB,7/8/10
Quick Words,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,124 MB,Windows 10
Underling Uprising,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 7100 / nForce 630i,,"Windows 7 (SP1+), Windows 10 and Windows 11"
College Bound: Arctic Adventure,Intel Core 2 Duo Q6867,2 GB,ATI FireGL T2-128,3 GB,Ubuntu 12.04+ or Kernel 3.x+ based distributions
Grapple Gear,Intel Core i7-6600U,600 MB,NVIDIA GeForce 7100 / nForce 630i,,Windows 10
Down Fall,Intel Core i5-3570,4 MB,NVIDIA GeForce GTX 770,4 GB,Windows 10
Guildford Castle VR,Intel Core i7-7700,16 GB,NVIDIA GeForce GTX 1080,13 GB,Windows 10
BLOCKY.GO!,Intel Core i5-4400E,8 GB,NVIDIA GeForce GTX 1050,520 MB,"7,8,10,11"
CLeM,Intel Core 2 Duo Q6867,4 GB,NVIDIA GeForce 510,2 GB,Windows 7
Flip TD - Tower Defense,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,Windows 7 or newer
Realms of Survival,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 7100 / nForce 630i,512 MB,"Windows 7, 8 or 10 (64-bit)"
True Racing,Intel Core 2 Duo E8400,150 MB,NVIDIA GeForce 7100 / nForce 630i,200 MB,Windows 7/8/10
Ghostwire: Tokyo - Prelude,Intel Pentium 4 2.20GHz,4 GB,ATI FireGL T2-128,3 GB,Windows 10 (64 Bit)
Love with You,Intel Pentium 4 2.00GHz,2 GB,ATI FireGL T2-128,2 GB,
Tower of the Sage,Intel Core 2 Quad Q9705,8 GB,NVIDIA GeForce GTX 470,1 GB,Windows 10
Inferno Arena,Intel Pentium 4 2.00GHz,2 GB,AMD Radeon Vega 6,100 MB,Windows 10
New Lands 2 Collector's Edition,Intel 1500,512 MB,NVIDIA GeForce 510,650 MB,Windows XP SP3 or later
Worm Slayer,Intel Pentium 4 2.00GHz,512 MB,ATI FireMV 2400 PCIe,80 MB,Windows 7
Pretty girl cube,Intel Core i3-560,200 MB,NVIDIA GeForce GTX 550 Ti,534 MB,windows  7
start;again,Intel Atom Z510,512 MB,NVIDIA GeForce 510,1 GB,Linux x86/x86_64
Red Nivis,Intel Core 2 Duo E8400,8 GB,ATI FireMV 2260,,Windows 10
Find The Cats - Memory,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,120 MB,"Windows XP, Vista, 7, 8, 10"
Waves Running Simulator,Intel Core 2 Duo Q6867,2 GB,Intel Media Accelerator 500,100 MB,Windows 7
Forgotten Hill Tales,Intel Atom Z510,4 GB,Intel Media Accelerator 500,250 MB,Microsoft® Windows® 10
Immortal life of Confucius,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,1 GB,Win7
studio apart(ment),Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 7200 GS,2 GB,Ubuntu 16.04 LTS (64bit)
Girl Raid,Intel Pentium 4 2.20GHz,2 GB,ATI FireGL T2-128,3 GB,Windows 7 / Windows 8 / Windows 10 64 bit
Never Out Of Time,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 920M,300 MB,Windows 7
Davey,Intel Core i5-4400E,6 GB,NVIDIA GeForce GTX 1050 Ti,,Windows 10 64bit / Windows 11 64bit or higher
Underliner,Intel Core 2 Duo Q6867,4 GB,Intel HD 4000,300 MB,Windows 7+
Twin Edge,Intel Core 2 Duo E8400,4 GB,ATI FireGL T2-128,1 GB,Ubuntu 12.04
The Forgotten Demons,Intel Core 2 Duo Q6867,4 GB,ATI Radeon HD 5750,2 GB,Windows 7
生人症候群,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce 510,500 MB,WindowsR 7/8/8.1/10 (32bit/64bit)
Unsleepable,Intel Core i3-3240,1 GB,Intel Media Accelerator 500,400 MB,Windows 7 or Above
Sultan Of Egypt,Intel Core i5-4590,4 GB,NVIDIA GeForce GTX 1050,,64-Bit İşlemci Ve işletim sistemi gerektirir.
Twilight Monk,Intel Core 2 Duo Q6867,4 GB,NVIDIA GeForce 9800 GTX+,5 GB,Windows 7
A2 Zygon,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,450 MB,Windows 7
TactiCats,Intel Core i3-2340UE,2 GB,NVIDIA GeForce 256,150 MB,Windows 7 or newer
Potatoes,Intel Core 2 Duo E8400,4 GB,NVIDIA GeForce 510,,
King of the Savage Realms,Intel Pentium 4 2.00GHz,1 GB,AMD Radeon HD 5450,1 GB,Windows 10
Déjà Drift,Intel Pentium 4 2.00GHz,4 GB,NVIDIA GeForce 510,,Windows 7 (SP1+)
Skedaddle Out The Dungeon,Intel Core 2 Duo Q6867,2 GB,ATI FireGL T2-128,,Windows 10
Undoing Evil,Intel Core 2 Duo E8400,4 GB,AMD Radeon Vega 8,1 GB,Windows 7 64-bit
TRICK SHOT PING PONG,Intel Core i5-4400E,4 GB,ATI FireGL T2-128,250 MB,Windows 10
The Symbiant,Intel Core 2 Duo Q6867,2 GB,NVIDIA GeForce GTX 750,1 GB,
Craft Hero,Intel Core i5-3450,4 GB,NVIDIA GeForce GTX 960,,Windows10
Symbol Games Horror Bundle,Intel Atom Z510,953 MB,ATI FireGL V7350,1 GB,"Windows 7, Windows 8, Windows 10, Windows 11"
Invaders from another dimension,Intel Core i5-7500,12 GB,NVIDIA GeForce GTX 1060,15 GB,Windows 10
DuckHunt - Missouri,Intel Pentium 4 2.00GHz,2 GB,ATI FireGL T2-128,500 MB,Windows 10
Era Dream Chapter : I,Intel Core 2 Duo Q6867,8 GB,ATI FireGL T2-128,10 GB,"WIN(7,8,8.1,10)(64bit)"
Curtain Call,Intel Pentium 4 2.00GHz,2 GB,AMD Radeon HD 8180,,Windows 7 64-Bit / Windows 8 64-Bit / Windows 8.1 64-Bit / Windows 10 64-Bit / Windows 11
Seashell,Intel Core i3-530,1 GB,NVIDIA GeForce 256,400 MB,"Windows 7, 8, 10"
堕天者 ~Back to Origin~,Intel Pentium 4 2.00GHz,1 GB,ATI FireGL T2-128,170 MB,Windows 7/8/8.1/10
"Furry Shakespeare: Two Incredibly Ripped, Totally Shredded Noble Kinsmen",Intel Core 2 Duo E8400,1 GB,NVIDIA GeForce 510,415 MB,Windows 7
World of Busking,Intel Core 2 Duo Q6867,4 GB,NVIDIA GeForce 7100 / nForce 630i,1 GB,"Windows: 7 SP1+, 8, 10, 11"
Little Obedient Robot,Intel Core 2 Duo Q6867,4 GB,NVIDIA GeForce GTX 660,2 GB,Windows 7 - 64 bit
